"HostName","MemMax","MemAvg","MemMin","CPUMax","CPUAvg","CPUMin"
"t1ucsesxdr01.tor01.desire2learn.d2l","55.7599983215332","55.6980997756873","55.6699981689453","10.7799997329712","6.8433799144276","6.59000015258789"
"t1ucsesxdr02.tor01.desire2learn.d2l","25.7299995422363","25.69111733996","25.6599998474121","10.3500003814697","6.85642457141557","5.76999998092651"
"t1ucsesx033.tor01.desire2learn.d2l","53.8699989318848","43.7946646173573","25.1900005340576","39.8800010681152","14.3283240382232","9.02999973297119"
"t1ucsesx034.tor01.desire2learn.d2l","46.5800018310547","40.3205864442793","26.6900005340576","37.4099998474121","9.61857540780606","6.94000005722046"
"t1ucsesx030.tor01.desire2learn.d2l","14.7799997329712","10.9942457649295","4.1399998664856","4.11999988555908","1.65907820709591","0.389999985694885"
"t1ucsesx031.tor01.desire2learn.d2l","32.0699996948242","31.6039492930351","31.2900009155273","31.0200004577637","26.8066201449772","21.6299991607666"
"t1ucsesx032.tor01.desire2learn.d2l","28.1499996185303","27.5905322761429","26.8299999237061","28.1399993896484","22.1955181624041","13.5699996948242"
"t1esx201.tor01.desire2learn.d2l",,,,,,
"t1esx202.tor01.desire2learn.d2l","5.6399998664856","5.62885155397303","5.61999988555908","0.660000026226044","0.649943953969565","0.639999985694885"
"t1esx203.tor01.desire2learn.d2l",,,,,,
"t1esx204.tor01.desire2learn.d2l","8.89999961853027","8.83577034787304","8.77999973297119","0.980000019073486","0.925322140632223","0.910000026226044"
"t1esx205.tor01.desire2learn.d2l","6.26999998092651","5.30176467655086","4.03999996185303","1.25","1.02672270800219","0.629999995231628"
"t1esx206.tor01.desire2learn.d2l",,,,,,
"t1esx207.tor01.desire2learn.d2l","15.5600004196167","15.5600004196167","15.5600004196167","1.49000000953674","1.34882355370775","1.27999997138977"
"t1esx208.tor01.desire2learn.d2l","26.8899993896484","26.8629416724881","26.8500003814697","1.55999994277954","1.50924368866351","1.49000000953674"
"t1esx213.tor01.desire2learn.d2l",,,,,,
"t1esx215.tor01.desire2learn.d2l","31.0699996948242","31.0699996948242","31.0699996948242","5.71999979019165","4.67296918233236","4.53999996185303"
"t1esxcardiff.tor01.desire2learn.d2l","42.0999984741211","41.978347318847","41.8199996948242","2.74000000953674","1.76294117948922","1.55999994277954"
"t1ucsesx010.tor01.desire2learn.d2l","55.3400001525879","52.1562747047061","48.810001373291","65.379997253418","39.7916526473871","18"
"t1ucsesx011.tor01.desire2learn.d2l","78.7799987792969","76.4381512553752","72.75","72.4599990844727","47.6456582739907","21.6000003814697"
"t1ucsesx012.tor01.desire2learn.d2l","67.8899993896484","67.0082070914303","64.7200012207031","63.060001373291","36.4446498646456","16.8799991607666"
"t1ucsesx013.tor01.desire2learn.d2l","75.5800018310547","72.5835009449336","66.5999984741211","60.0200004577637","36.7867506011194","21.0900001525879"
"t1ucsesx014.tor01.desire2learn.d2l","62.9199981689453","59.6112324370056","49.4700012207031","59.5200004577637","32.6364705408989","11.1800003051758"
"t1ucsesx015.tor01.desire2learn.d2l","52.310001373291","50.9724932010768","49.1699981689453","72.2600021362305","38.1034453790061","15.3699998855591"
"t1ucsesx016.tor01.desire2learn.d2l","63.7400016784668","53.5641176774054","37.8499984741211","59.1599998474121","27.9440056055534","10.8400001525879"
"t1ucsesx017.tor01.desire2learn.d2l","68.370002746582","64.8348455883208","59.0800018310547","67.3499984741211","40.4712884299228","18.9200000762939"
"t1ucsesx018.tor01.desire2learn.d2l","55.6599998474121","51.1264423829835","44.8199996948242","63.6500015258789","39.5271428853524","20.0499992370605"
"t1ucsesx019.tor01.desire2learn.d2l","61.1699981689453","56.4657142489564","47.7099990844727","61.0099983215332","36.275406108183","20.4200000762939"
"t1ucsesx020.tor01.desire2learn.d2l","60.2099990844727","55.1583472607183","52.939998626709","77.2200012207031","41.1367226662088","16.1900005340576"
"t1ucsesx021.tor01.desire2learn.d2l","48.439998626709","46.2946217747963","43.6500015258789","68.1600036621094","38.2899439835749","19.6000003814697"
"t1ucsesx022.tor01.desire2learn.d2l","61.75","61.0398036304976","59.3499984741211","71.2600021362305","42.0347900657761","29.7700004577637"
"t1ucsesx023.tor01.desire2learn.d2l","85.6399993896484","81.9852934551506","72.2799987792969","66.0299987792969","41.5190476169105","18.0599994659424"
"t1ucsesx026.tor01.desire2learn.d2l","49.7900009155273","48.766862714324","46.1800003051758","58.4700012207031","35.0687955327395","16.1599998474121"
"t1ucsesx027.tor01.desire2learn.d2l","62.5499992370605","60.3066105562098","55.7099990844727","70.8600006103516","41.1532773624281","17.6700000762939"
"t1ucsesx028.tor01.desire2learn.d2l","46.9900016784668","44.9402802411248","43.4799995422363","63.6699981689453","41.5687114865172","27.6800003051758"
"t1ucsesx029.tor01.desire2learn.d2l","58.2400016784668","52.55565817483","40.6800003051758","65.8099975585938","33.0732213455756","16.6499996185303"
"t1ucsesx025.tor01.desire2learn.d2l","67.1100006103516","60.6512884893337","54.7000007629395","55.4700012207031","34.1828570913534","16.4400005340576"
"t1ucsesx024.tor01.desire2learn.d2l","57.3400001525879","54.2722129714923","52.7000007629395","73.7300033569336","40.291680728688","21.7399997711182"
"t1ucsesx009.tor01.desire2learn.d2l","54.6599998474121","51.4660223418591","48.310001373291","63.4900016784668","34.5668347382746","12.5100002288818"
"t1ucsesx001.tor01.desire2learn.d2l","46.310001373291","44.5302797846433","43.310001373291","63.5699996948242","43.4590196155366","23.5400009155273"
"t1ucsesx002.tor01.desire2learn.d2l","41.7900009155273","41.7636309575768","41.7299995422363","72.1900024414063","45.6741898765777","23.1800003051758"
"t1ucsesx005.tor01.desire2learn.d2l","52.6699981689453","52.0370951284909","49.8800010681152","60.4500007629395","36.1518994070298","18.0300006866455"
"t1ucsesx007.tor01.desire2learn.d2l","51.4900016784668","50.5675696261102","49.689998626709","68.9499969482422","42.5722346332486","22.4099998474121"
"t1ucsesx006.tor01.desire2learn.d2l","36.7299995422363","35.7022904444007","35.4799995422363","61.2700004577637","47.1586313141125","30.1499996185303"
"t1ucsesx008.tor01.desire2learn.d2l","47.7999992370605","46.4907259062016","43.4500007629395","70.3899993896484","38.3526815382462","18.2299995422363"
"t1ucsesx003.tor01.desire2learn.d2l","45.0800018310547","44.0332957113255","43.5699996948242","67.370002746582","39.4031006051175","22.0300006866455"
"t1ucsesx004.tor01.desire2learn.d2l","40.1100006103516","38.3296648164035","36.5499992370605","71.4000015258789","41.9208379990562","16.6800003051758"
